######################################################################
#
# LoggerIdentifier    : 1858001C
# Comment             : 
# StartBatteryVoltage :      2953 mV
# EndBatteryVoltage   :      2933 mV
# TotalSampleCount    :    266826
# ResistanceOffset    :     11899.26821
# ResistanceScale     :     90961.56387
# TemperatureOffset   :         0.0009397284
# TemperatureLinear   :         0.0002205166
# TemperatureCubic    :         0.0000001287
#
######################################################################
yyyy mm dd HH MM SS      Raw     Res[Ohm]   Temp[degC]
2005 10 18 16 27 40    51617    85523.825        2.135
2005 10 18 16 27 41    51613    85513.376        2.138
2005 10 18 16 27 42    51609    85502.928        2.140
2005 10 18 16 27 43    51605    85492.481        2.143
2005 10 18 16 27 44    51602    85484.647        2.145
2005 10 18 16 27 45    51599    85476.813        2.147
2005 10 18 16 27 46    51598    85474.202        2.147
2005 10 18 16 27 47    51596    85468.980        2.149
2005 10 18 16 27 48    51595    85466.370        2.149
2005 10 18 16 27 49    51594    85463.759        2.150
2005 10 18 16 27 50    51594    85463.759        2.150
2005 10 18 16 27 51    51594    85463.759        2.150
2005 10 18 16 27 52    51594    85463.759        2.150
2005 10 18 16 27 53    51593    85461.148        2.150
2005 10 18 16 27 54    51593    85461.148        2.150
2005 10 18 16 27 55    51593    85461.148        2.150
2005 10 18 16 27 56    51593    85461.148        2.150
2005 10 18 16 27 57    51593    85461.148        2.150
2005 10 18 16 27 58    51593    85461.148        2.150
2005 10 18 16 27 59    51591    85455.927        2.152
2005 10 18 16 28 00    51589    85450.706        2.153
2005 10 18 16 28 01    51589    85450.706        2.153
2005 10 18 16 28 02    51588    85448.096        2.154
2005 10 18 16 28 03    51587    85445.486        2.154
2005 10 18 16 28 04    51586    85442.876        2.155
2005 10 18 16 28 05    51584    85437.656        2.156
2005 10 18 16 28 06    51581    85429.826        2.158
2005 10 18 16 28 07    51579    85424.607        2.159
2005 10 18 16 28 08    51577    85419.388        2.160
2005 10 18 16 28 09    51577    85419.388        2.160
2005 10 18 16 28 10    51576    85416.779        2.161
2005 10 18 16 28 11    51576    85416.779        2.161
2005 10 18 16 28 12    51575    85414.169        2.162
2005 10 18 16 28 13    51575    85414.169        2.162
2005 10 18 16 28 14    51574    85411.560        2.162
2005 10 18 16 28 15    51574    85411.560        2.162
2005 10 18 16 28 16    51574    85411.560        2.162
2005 10 18 16 28 17    51575    85414.169        2.162
2005 10 18 16 28 18    51576    85416.779        2.161
2005 10 18 16 28 19    51577    85419.388        2.160
2005 10 18 16 28 20    51579    85424.607        2.159
2005 10 18 16 28 21    51579    85424.607        2.159
2005 10 18 16 28 22    51580    85427.217        2.159
2005 10 18 16 28 23    51581    85429.826        2.158
2005 10 18 16 28 24    51580    85427.217        2.159
2005 10 18 16 28 25    51580    85427.217        2.159
2005 10 18 16 28 26    51579    85424.607        2.159
2005 10 18 16 28 27    51578    85421.997        2.160
2005 10 18 16 28 28    51576    85416.779        2.161
2005 10 18 16 28 29    51574    85411.560        2.162
2005 10 18 16 28 30    51573    85408.951        2.163
2005 10 18 16 28 31    51574    85411.560        2.162
2005 10 18 16 28 32    51573    85408.951        2.163
2005 10 18 16 28 33    51573    85408.951        2.163
2005 10 18 16 28 34    51573    85408.951        2.163
2005 10 18 16 28 35    51572    85406.342        2.164
2005 10 18 16 28 36    51571    85403.733        2.164
2005 10 18 16 28 37    51571    85403.733        2.164
2005 10 18 16 28 38    51570    85401.124        2.165
2005 10 18 16 28 39    51570    85401.124        2.165
2005 10 18 16 28 40    51570    85401.124        2.165
2005 10 18 16 28 41    51569    85398.515        2.165
2005 10 18 16 28 42    51569    85398.515        2.165
2005 10 18 16 28 43    51567    85393.298        2.167
2005 10 18 16 28 44    51565    85388.081        2.168
2005 10 18 16 28 45    51564    85385.473        2.169
2005 10 18 16 28 46    51564    85385.473        2.169
2005 10 18 16 28 47    51564    85385.473        2.169
2005 10 18 16 28 48    51564    85385.473        2.169
2005 10 18 16 28 49    51564    85385.473        2.169
2005 10 18 16 28 50    51564    85385.473        2.169
2005 10 18 16 28 51    51564    85385.473        2.169
2005 10 18 16 28 52    51564    85385.473        2.169
2005 10 18 16 28 53    51563    85382.864        2.169
2005 10 18 16 28 54    51564    85385.473        2.169
2005 10 18 16 28 55    51564    85385.473        2.169
2005 10 18 16 28 56    51564    85385.473        2.169
2005 10 18 16 28 57    51565    85388.081        2.168
2005 10 18 16 28 58    51565    85388.081        2.168
2005 10 18 16 28 59    51564    85385.473        2.169
2005 10 18 16 29 00    51564    85385.473        2.169
2005 10 18 16 29 01    51562    85380.256        2.170
2005 10 18 16 29 02    51560    85375.040        2.171
2005 10 18 16 29 03    51557    85367.216        2.173
2005 10 18 16 29 04    51553    85356.785        2.175
2005 10 18 16 29 05    51550    85348.963        2.177
2005 10 18 16 29 06    51547    85341.141        2.179
2005 10 18 16 29 07    51544    85333.320        2.181
2005 10 18 16 29 08    51541    85325.500        2.183
2005 10 18 16 29 09    51539    85320.287        2.184
2005 10 18 16 29 10    51538    85317.681        2.185
2005 10 18 16 29 11    51537    85315.074        2.185
2005 10 18 16 29 12    51536    85312.468        2.186
2005 10 18 16 29 13    51535    85309.862        2.187
2005 10 18 16 29 14    51534    85307.256        2.187
2005 10 18 16 29 15    51533    85304.650        2.188
2005 10 18 16 29 16    51532    85302.044        2.189
2005 10 18 16 29 17    51531    85299.438        2.189
2005 10 18 16 29 18    51530    85296.832        2.190
2005 10 18 16 29 19    51529    85294.226        2.190
2005 10 18 16 29 20    51527    85289.015        2.192
2005 10 18 16 29 21    51527    85289.015        2.192
2005 10 18 16 29 22    51526    85286.410        2.192
2005 10 18 16 29 23    51523    85278.594        2.194
2005 10 18 16 29 24    51522    85275.988        2.195
2005 10 18 16 29 25    51519    85268.173        2.197
2005 10 18 16 29 26    51516    85260.359        2.199
2005 10 18 16 29 27    51512    85249.941        2.201
2005 10 18 16 29 28    51508    85239.524        2.204
2005 10 18 16 29 29    51506    85234.316        2.205
2005 10 18 16 29 30    51504    85229.108        2.206
2005 10 18 16 29 31    51504    85229.108        2.206
2005 10 18 16 29 32    51504    85229.108        2.206
2005 10 18 16 29 33    51503    85226.504        2.207
2005 10 18 16 29 34    51503    85226.504        2.207
2005 10 18 16 29 35    51502    85223.901        2.207
2005 10 18 16 29 36    51501    85221.297        2.208
2005 10 18 16 29 37    51501    85221.297        2.208
2005 10 18 16 29 38    51500    85218.694        2.209
2005 10 18 16 29 39    51499    85216.090        2.209
2005 10 18 16 29 40    51498    85213.487        2.210
2005 10 18 16 29 41    51496    85208.281        2.211
2005 10 18 16 29 42    51496    85208.281        2.211
2005 10 18 16 29 43    51495    85205.677        2.212
2005 10 18 16 29 44    51494    85203.074        2.212
2005 10 18 16 29 45    51495    85205.677        2.212
2005 10 18 16 29 46    51494    85203.074        2.212
2005 10 18 16 29 47    51494    85203.074        2.212
2005 10 18 16 29 48    51493    85200.471        2.213
2005 10 18 16 29 49    51493    85200.471        2.213
2005 10 18 16 29 50    51492    85197.869        2.214
2005 10 18 16 29 51    51489    85190.060        2.215
2005 10 18 16 29 52    51479    85164.038        2.222
2005 10 18 16 29 53    51459    85112.017        2.234
2005 10 18 16 29 54    51440    85062.625        2.246
2005 10 18 16 29 55    51426    85026.249        2.255
2005 10 18 16 29 56    51415    84997.678        2.262
2005 10 18 16 29 57    51405    84971.712        2.268
2005 10 18 16 29 58    51396    84948.350        2.274
2005 10 18 16 29 59    51386    84922.399        2.280
2005 10 18 16 30 00    51376    84896.456        2.286
2005 10 18 16 30 01    51367    84873.113        2.292
2005 10 18 16 30 02    51359    84852.370        2.297
2005 10 18 16 30 03    51350    84829.039        2.303
2005 10 18 16 30 04    51343    84810.897        2.307
2005 10 18 16 30 05    51336    84792.759        2.311
2005 10 18 16 30 06    51329    84774.625        2.316
2005 10 18 16 30 07    51322    84756.495        2.320
2005 10 18 16 30 08    51316    84740.957        2.324
2005 10 18 16 30 09    51309    84722.833        2.328
2005 10 18 16 30 10    51304    84709.890        2.331
2005 10 18 16 30 11    51298    84694.361        2.335
2005 10 18 16 30 12    51294    84684.010        2.338
2005 10 18 16 30 13    51288    84668.485        2.341
2005 10 18 16 30 14    51283    84655.550        2.345
2005 10 18 16 30 15    51277    84640.030        2.348
2005 10 18 16 30 16    51271    84624.513        2.352
2005 10 18 16 30 17    51264    84606.414        2.356
2005 10 18 16 30 18    51257    84588.318        2.361
2005 10 18 16 30 19    51251    84572.810        2.365
2005 10 18 16 30 20    51245    84557.305        2.368
2005 10 18 16 30 21    51238    84539.219        2.373
2005 10 18 16 30 22    51234    84528.886        2.375
2005 10 18 16 30 23    51229    84515.972        2.378
2005 10 18 16 30 24    51225    84505.641        2.381
2005 10 18 16 30 25    51221    84495.312        2.383
2005 10 18 16 30 26    51217    84484.985        2.386
2005 10 18 16 30 27    51213    84474.658        2.388
2005 10 18 16 30 28    51209    84464.332        2.391
2005 10 18 16 30 29    51205    84454.008        2.393
2005 10 18 16 30 30    51201    84443.685        2.396
2005 10 18 16 30 31    51197    84433.363        2.398
2005 10 18 16 30 32    51194    84425.623        2.400
2005 10 18 16 30 33    51190    84415.303        2.403
2005 10 18 16 30 34    51186    84404.985        2.405
2005 10 18 16 30 35    51184    84399.826        2.407
2005 10 18 16 30 36    51180    84389.509        2.409
2005 10 18 16 30 37    51178    84384.351        2.410
2005 10 18 16 30 38    51175    84376.615        2.412
2005 10 18 16 30 39    51173    84371.458        2.413
2005 10 18 16 30 40    51171    84366.301        2.415
2005 10 18 16 30 41    51170    84363.723        2.415
2005 10 18 16 30 42    51169    84361.145        2.416
2005 10 18 16 30 43    51167    84355.989        2.417
2005 10 18 16 30 44    51166    84353.411        2.418
2005 10 18 16 30 45    51165    84350.833        2.419
2005 10 18 16 30 46    51164    84348.255        2.419
2005 10 18 16 30 47    51163    84345.677        2.420
2005 10 18 16 30 48    51162    84343.100        2.420
2005 10 18 16 30 49    51160    84337.944        2.422
2005 10 18 16 30 50    51158    84332.790        2.423
2005 10 18 16 30 51    51157    84330.212        2.424
2005 10 18 16 30 52    51154    84322.481        2.425
2005 10 18 16 30 53    51151    84314.750        2.427
2005 10 18 16 30 54    51147    84304.443        2.430
2005 10 18 16 30 55    51141    84288.986        2.434
2005 10 18 16 30 56    51129    84258.079        2.441
2005 10 18 16 30 57    51119    84232.331        2.447
2005 10 18 16 30 58    51110    84209.165        2.453
2005 10 18 16 30 59    51074    84116.560        2.476
2005 10 18 16 31 00    50836    83506.797        2.625
2005 10 18 16 31 01    50477    82595.022        2.851
2005 10 18 16 31 02    50090    81622.748        3.094
2005 10 18 16 31 03    49813    80933.493        3.269
2005 10 18 16 31 04    49619    80454.035        3.392
2005 10 18 16 31 05    49471    80090.057        3.485
2005 10 18 16 31 06    49313    79703.188        3.585
2005 10 18 16 31 07    49113    79215.983        3.712
2005 10 18 16 31 08    48890    78676.020        3.853
2005 10 18 16 31 09    48633    78057.964        4.017
2005 10 18 16 31 10    48354    77392.079        4.194
2005 10 18 16 31 11    48115    76825.820        4.346
2005 10 18 16 31 12    47922    76371.321        4.469
2005 10 18 16 31 13    47763    75998.734        4.571
2005 10 18 16 31 14    47616    75655.740        4.665
2005 10 18 16 31 15    47465    75304.878        4.762
2005 10 18 16 31 16    47298    74918.555        4.869
2005 10 18 16 31 17    47110    74485.794        4.989
2005 10 18 16 31 18    46899    74002.771        5.125
2005 10 18 16 31 19    46680    73504.408        5.266
2005 10 18 16 31 20    46494    73083.500        5.385
2005 10 18 16 31 21    46347    72752.367        5.480
2005 10 18 16 31 22    46230    72489.767        5.556
2005 10 18 16 31 23    46132    72270.459        5.619
2005 10 18 16 31 24    46051    72089.637        5.671
2005 10 18 16 31 25    45983    71938.146        5.715
2005 10 18 16 31 26    45921    71800.266        5.755
2005 10 18 16 31 27    45862    71669.274        5.794
2005 10 18 16 31 28    45811    71556.214        5.827
2005 10 18 16 31 29    45769    71463.224        5.854
2005 10 18 16 31 30    45734    71385.813        5.876
2005 10 18 16 31 31    45703    71317.311        5.897
2005 10 18 16 31 32    45675    71255.488        5.915
2005 10 18 16 31 33    45640    71178.275        5.937
2005 10 18 16 31 34    45603    71096.730        5.961
2005 10 18 16 31 35    45571    71026.270        5.982
2005 10 18 16 31 36    45541    70960.270        6.002
2005 10 18 16 31 37    45516    70905.311        6.018
2005 10 18 16 31 38    45497    70863.567        6.030
2005 10 18 16 31 39    45482    70830.627        6.040
2005 10 18 16 31 40    45468    70799.894        6.049
2005 10 18 16 31 41    45455    70771.368        6.057
2005 10 18 16 31 42    45442    70742.851        6.066
2005 10 18 16 31 43    45427    70709.960        6.076
2005 10 18 16 31 44    45414    70681.465        6.084
2005 10 18 16 31 45    45402    70655.170        6.092
2005 10 18 16 31 46    45391    70631.075        6.099
2005 10 18 16 31 47    45380    70606.987        6.106
2005 10 18 16 31 48    45367    70578.528        6.115
2005 10 18 16 31 49    45352    70545.703        6.124
2005 10 18 16 31 50    45337    70512.892        6.134
2005 10 18 16 31 51    45324    70484.466        6.143
2005 10 18 16 31 52    45312    70458.236        6.150
2005 10 18 16 31 53    45302    70436.384        6.157
2005 10 18 16 31 54    45294    70418.907        6.162
2005 10 18 16 31 55    45288    70405.801        6.166
2005 10 18 16 31 56    45283    70394.882        6.169
2005 10 18 16 31 57    45279    70386.147        6.172
2005 10 18 16 31 58    45274    70375.230        6.175
2005 10 18 16 31 59    45265    70355.583        6.181
2005 10 18 16 32 00    45230    70279.225        6.204
2005 10 18 16 32 01    45198    70209.474        6.224
2005 10 18 16 32 02    45181    70172.444        6.236
2005 10 18 16 32 03    45169    70146.315        6.243
2005 10 18 16 32 04    45154    70113.666        6.253
2005 10 18 16 32 05    45137    70076.679        6.264
2005 10 18 16 32 06    45126    70052.756        6.271
2005 10 18 16 32 07    45117    70033.188        6.277
