######################################################################
#
# LoggerIdentifier    : 1858001C
# Comment             : 
# StartBatteryVoltage :      2953 mV
# EndBatteryVoltage   :      2933 mV
# TotalSampleCount    :    266826
# ResistanceOffset    :     11899.26821
# ResistanceScale     :     90961.56387
# TemperatureOffset   :         0.0009397284
# TemperatureLinear   :         0.0002205166
# TemperatureCubic    :         0.0000001287
#
######################################################################
yyyy mm dd HH MM SS      Raw     Res[Ohm]   Temp[degC]
2005 10 18 16 18 29    51459    85112.017        2.234
2005 10 18 16 18 30    51465    85127.620        2.231
2005 10 18 16 18 31    51471    85143.226        2.227
2005 10 18 16 18 32    51476    85156.233        2.224
2005 10 18 16 18 33    51484    85177.048        2.219
2005 10 18 16 18 34    51489    85190.060        2.215
2005 10 18 16 18 35    51495    85205.677        2.212
2005 10 18 16 18 36    51501    85221.297        2.208
2005 10 18 16 18 37    51507    85236.920        2.204
2005 10 18 16 18 38    51513    85252.545        2.200
2005 10 18 16 18 39    51519    85268.173        2.197
2005 10 18 16 18 40    51524    85281.199        2.194
2005 10 18 16 18 41    51530    85296.832        2.190
2005 10 18 16 18 42    51536    85312.468        2.186
2005 10 18 16 18 43    51542    85328.107        2.182
2005 10 18 16 18 44    51548    85343.748        2.179
2005 10 18 16 18 45    51555    85362.000        2.174
2005 10 18 16 18 46    51560    85375.040        2.171
2005 10 18 16 18 47    51566    85390.689        2.167
2005 10 18 16 18 48    51572    85406.342        2.164
2005 10 18 16 18 49    51579    85424.607        2.159
2005 10 18 16 18 50    51584    85437.656        2.156
2005 10 18 16 18 51    51590    85453.317        2.152
2005 10 18 16 18 52    51596    85468.980        2.149
2005 10 18 16 18 53    51602    85484.647        2.145
2005 10 18 16 18 54    51608    85500.316        2.141
2005 10 18 16 18 55    51613    85513.376        2.138
2005 10 18 16 18 56    51619    85529.051        2.134
2005 10 18 16 18 57    51625    85544.728        2.130
2005 10 18 16 18 58    51631    85560.408        2.127
2005 10 18 16 18 59    51636    85573.477        2.123
2005 10 18 16 19 00    51643    85591.776        2.119
2005 10 18 16 19 01    51648    85604.849        2.116
2005 10 18 16 19 02    51655    85623.156        2.112
2005 10 18 16 19 03    51661    85638.849        2.108
2005 10 18 16 19 04    51666    85651.930        2.105
2005 10 18 16 19 05    51672    85667.629        2.101
2005 10 18 16 19 06    51678    85683.331        2.097
2005 10 18 16 19 07    51684    85699.035        2.093
2005 10 18 16 19 08    51690    85714.743        2.090
2005 10 18 16 19 09    51696    85730.453        2.086
2005 10 18 16 19 10    51702    85746.166        2.082
2005 10 18 16 19 11    51707    85759.262        2.079
2005 10 18 16 19 12    51713    85774.980        2.075
2005 10 18 16 19 13    51720    85793.322        2.071
2005 10 18 16 19 14    51725    85806.425        2.068
2005 10 18 16 19 15    51731    85822.152        2.064
2005 10 18 16 19 16    51738    85840.503        2.060
2005 10 18 16 19 17    51743    85853.613        2.057
2005 10 18 16 19 18    51749    85869.348        2.053
2005 10 18 16 19 19    51755    85885.086        2.049
2005 10 18 16 19 20    51760    85898.203        2.046
2005 10 18 16 19 21    51765    85911.321        2.043
2005 10 18 16 19 22    51770    85924.442        2.040
2005 10 18 16 19 23    51775    85937.565        2.037
2005 10 18 16 19 24    51780    85950.690        2.033
2005 10 18 16 19 25    51785    85963.816        2.030
2005 10 18 16 19 26    51790    85976.945        2.027
2005 10 18 16 19 27    51795    85990.075        2.024
2005 10 18 16 19 28    51800    86003.208        2.021
2005 10 18 16 19 29    51805    86016.342        2.018
2005 10 18 16 19 30    51810    86029.479        2.015
2005 10 18 16 19 31    51815    86042.617        2.012
2005 10 18 16 19 32    51819    86053.129        2.009
2005 10 18 16 19 33    51824    86066.271        2.006
2005 10 18 16 19 34    51828    86076.786        2.003
2005 10 18 16 19 35    51833    86089.931        2.000
2005 10 18 16 19 36    51838    86103.078        1.997
2005 10 18 16 19 37    51841    86110.968        1.995
2005 10 18 16 19 38    51846    86124.118        1.992
2005 10 18 16 19 39    51849    86132.009        1.990
2005 10 18 16 19 40    51853    86142.532        1.988
2005 10 18 16 19 41    51858    86155.687        1.985
2005 10 18 16 19 42    51861    86163.581        1.983
2005 10 18 16 19 43    51865    86174.108        1.980
2005 10 18 16 19 44    51869    86184.635        1.978
2005 10 18 16 19 45    51872    86192.532        1.976
2005 10 18 16 19 46    51876    86203.062        1.973
2005 10 18 16 19 47    51880    86213.593        1.971
2005 10 18 16 19 48    51883    86221.492        1.969
2005 10 18 16 19 49    51887    86232.026        1.967
2005 10 18 16 19 50    51890    86239.926        1.965
2005 10 18 16 19 51    51895    86253.096        1.962
2005 10 18 16 19 52    51899    86263.633        1.959
2005 10 18 16 19 53    51902    86271.537        1.957
2005 10 18 16 19 54    51906    86282.076        1.955
2005 10 18 16 19 55    51910    86292.616        1.952
2005 10 18 16 19 56    51913    86300.523        1.950
2005 10 18 16 19 57    51917    86311.065        1.948
2005 10 18 16 19 58    51920    86318.973        1.946
2005 10 18 16 19 59    51922    86324.246        1.945
2005 10 18 16 20 00    51926    86334.791        1.942
2005 10 18 16 20 01    51930    86345.338        1.940
2005 10 18 16 20 02    51933    86353.249        1.938
2005 10 18 16 20 03    51937    86363.798        1.935
2005 10 18 16 20 04    51940    86371.710        1.933
2005 10 18 16 20 05    51944    86382.262        1.931
2005 10 18 16 20 06    51946    86387.538        1.930
2005 10 18 16 20 07    51949    86395.452        1.928
2005 10 18 16 20 08    51953    86406.006        1.925
2005 10 18 16 20 09    51956    86413.923        1.923
2005 10 18 16 20 10    51960    86424.479        1.921
2005 10 18 16 20 11    51964    86435.037        1.918
2005 10 18 16 20 12    51966    86440.316        1.917
2005 10 18 16 20 13    51969    86448.235        1.915
2005 10 18 16 20 14    51972    86456.155        1.913
2005 10 18 16 20 15    51974    86461.436        1.912
2005 10 18 16 20 16    51976    86466.716        1.911
2005 10 18 16 20 17    51977    86469.357        1.910
2005 10 18 16 20 18    51978    86471.998        1.910
2005 10 18 16 20 19    51979    86474.638        1.909
2005 10 18 16 20 20    51980    86477.279        1.908
2005 10 18 16 20 21    51981    86479.920        1.908
2005 10 18 16 20 22    51982    86482.561        1.907
2005 10 18 16 20 23    51983    86485.202        1.907
2005 10 18 16 20 24    51984    86487.843        1.906
2005 10 18 16 20 25    51986    86493.125        1.905
2005 10 18 16 20 26    51986    86493.125        1.905
2005 10 18 16 20 27    51987    86495.766        1.904
2005 10 18 16 20 28    51988    86498.408        1.903
2005 10 18 16 20 29    51988    86498.408        1.903
2005 10 18 16 20 30    51989    86501.049        1.903
2005 10 18 16 20 31    51989    86501.049        1.903
2005 10 18 16 20 32    51989    86501.049        1.903
2005 10 18 16 20 33    51989    86501.049        1.903
2005 10 18 16 20 34    51989    86501.049        1.903
2005 10 18 16 20 35    51988    86498.408        1.903
2005 10 18 16 20 36    51987    86495.766        1.904
2005 10 18 16 20 37    51987    86495.766        1.904
2005 10 18 16 20 38    51986    86493.125        1.905
2005 10 18 16 20 39    51987    86495.766        1.904
2005 10 18 16 20 40    51987    86495.766        1.904
2005 10 18 16 20 41    51987    86495.766        1.904
2005 10 18 16 20 42    51989    86501.049        1.903
2005 10 18 16 20 43    51990    86503.691        1.902
2005 10 18 16 20 44    51992    86508.974        1.901
2005 10 18 16 20 45    51993    86511.616        1.900
2005 10 18 16 20 46    51994    86514.258        1.900
2005 10 18 16 20 47    51995    86516.900        1.899
2005 10 18 16 20 48    51997    86522.184        1.898
2005 10 18 16 20 49    51998    86524.826        1.897
2005 10 18 16 20 50    51998    86524.826        1.897
2005 10 18 16 20 51    52000    86530.110        1.896
2005 10 18 16 20 52    52001    86532.753        1.895
2005 10 18 16 20 53    52001    86532.753        1.895
2005 10 18 16 20 54    52002    86535.395        1.895
2005 10 18 16 20 55    52003    86538.038        1.894
2005 10 18 16 20 56    52003    86538.038        1.894
2005 10 18 16 20 57    52003    86538.038        1.894
2005 10 18 16 20 58    52003    86538.038        1.894
2005 10 18 16 20 59    52004    86540.680        1.893
2005 10 18 16 21 00    52004    86540.680        1.893
2005 10 18 16 21 01    52004    86540.680        1.893
2005 10 18 16 21 02    52005    86543.323        1.893
2005 10 18 16 21 03    52006    86545.966        1.892
2005 10 18 16 21 04    52007    86548.609        1.892
2005 10 18 16 21 05    52008    86551.252        1.891
2005 10 18 16 21 06    52008    86551.252        1.891
2005 10 18 16 21 07    52010    86556.538        1.890
2005 10 18 16 21 08    52012    86561.824        1.888
2005 10 18 16 21 09    52012    86561.824        1.888
2005 10 18 16 21 10    52013    86564.468        1.888
2005 10 18 16 21 11    52015    86569.755        1.887
2005 10 18 16 21 12    52015    86569.755        1.887
2005 10 18 16 21 13    52015    86569.755        1.887
2005 10 18 16 21 14    52015    86569.755        1.887
2005 10 18 16 21 15    52016    86572.398        1.886
2005 10 18 16 21 16    52017    86575.042        1.885
2005 10 18 16 21 17    52017    86575.042        1.885
2005 10 18 16 21 18    52019    86580.329        1.884
2005 10 18 16 21 19    52020    86582.973        1.883
2005 10 18 16 21 20    52021    86585.617        1.883
2005 10 18 16 21 21    52023    86590.905        1.882
2005 10 18 16 21 22    52024    86593.550        1.881
2005 10 18 16 21 23    52026    86598.838        1.880
2005 10 18 16 21 24    52026    86598.838        1.880
2005 10 18 16 21 25    52028    86604.127        1.878
2005 10 18 16 21 26    52030    86609.417        1.877
2005 10 18 16 21 27    52031    86612.061        1.877
2005 10 18 16 21 28    52033    86617.351        1.875
2005 10 18 16 21 29    52035    86622.641        1.874
2005 10 18 16 21 30    52036    86625.286        1.873
2005 10 18 16 21 31    52036    86625.286        1.873
2005 10 18 16 21 32    52037    86627.931        1.873
2005 10 18 16 21 33    52037    86627.931        1.873
2005 10 18 16 21 34    52038    86630.577        1.872
2005 10 18 16 21 35    52039    86633.222        1.872
2005 10 18 16 21 36    52037    86627.931        1.873
2005 10 18 16 21 37    52035    86622.641        1.874
2005 10 18 16 21 38    52031    86612.061        1.877
2005 10 18 16 21 39    52027    86601.483        1.879
2005 10 18 16 21 40    52025    86596.194        1.880
2005 10 18 16 21 41    52022    86588.261        1.882
2005 10 18 16 21 42    52017    86575.042        1.885
2005 10 18 16 21 43    52012    86561.824        1.888
2005 10 18 16 21 44    52007    86548.609        1.892
2005 10 18 16 21 45    52002    86535.395        1.895
2005 10 18 16 21 46    51996    86519.542        1.898
2005 10 18 16 21 47    51992    86508.974        1.901
2005 10 18 16 21 48    51986    86493.125        1.905
2005 10 18 16 21 49    51981    86479.920        1.908
2005 10 18 16 21 50    51974    86461.436        1.912
2005 10 18 16 21 51    51968    86445.595        1.916
2005 10 18 16 21 52    51964    86435.037        1.918
2005 10 18 16 21 53    51959    86421.840        1.922
2005 10 18 16 21 54    51955    86411.284        1.924
2005 10 18 16 21 55    51950    86398.091        1.927
2005 10 18 16 21 56    51945    86384.900        1.930
2005 10 18 16 21 57    51940    86371.710        1.933
2005 10 18 16 21 58    51935    86358.523        1.937
2005 10 18 16 21 59    51931    86347.975        1.939
2005 10 18 16 22 00    51927    86337.428        1.942
2005 10 18 16 22 01    51923    86326.882        1.944
2005 10 18 16 22 02    51919    86316.337        1.947
2005 10 18 16 22 03    51916    86308.430        1.948
2005 10 18 16 22 04    51914    86303.158        1.950
2005 10 18 16 22 05    51912    86297.887        1.951
2005 10 18 16 22 06    51911    86295.252        1.952
2005 10 18 16 22 07    51909    86289.981        1.953
2005 10 18 16 22 08    51908    86287.346        1.953
2005 10 18 16 22 09    51908    86287.346        1.953
2005 10 18 16 22 10    51908    86287.346        1.953
2005 10 18 16 22 11    51907    86284.711        1.954
2005 10 18 16 22 12    51907    86284.711        1.954
2005 10 18 16 22 13    51907    86284.711        1.954
2005 10 18 16 22 14    51906    86282.076        1.955
2005 10 18 16 22 15    51907    86284.711        1.954
2005 10 18 16 22 16    51906    86282.076        1.955
2005 10 18 16 22 17    51905    86279.441        1.955
2005 10 18 16 22 18    51905    86279.441        1.955
2005 10 18 16 22 19    51904    86276.806        1.956
2005 10 18 16 22 20    51904    86276.806        1.956
2005 10 18 16 22 21    51904    86276.806        1.956
2005 10 18 16 22 22    51903    86274.171        1.957
2005 10 18 16 22 23    51903    86274.171        1.957
2005 10 18 16 22 24    51903    86274.171        1.957
2005 10 18 16 22 25    51902    86271.537        1.957
2005 10 18 16 22 26    51902    86271.537        1.957
2005 10 18 16 22 27    51901    86268.902        1.958
2005 10 18 16 22 28    51901    86268.902        1.958
2005 10 18 16 22 29    51900    86266.268        1.958
2005 10 18 16 22 30    51899    86263.633        1.959
2005 10 18 16 22 31    51899    86263.633        1.959
2005 10 18 16 22 32    51898    86260.999        1.960
2005 10 18 16 22 33    51897    86258.364        1.960
2005 10 18 16 22 34    51897    86258.364        1.960
2005 10 18 16 22 35    51896    86255.730        1.961
2005 10 18 16 22 36    51895    86253.096        1.962
2005 10 18 16 22 37    51895    86253.096        1.962
2005 10 18 16 22 38    51893    86247.828        1.963
2005 10 18 16 22 39    51892    86245.194        1.963
2005 10 18 16 22 40    51891    86242.560        1.964
2005 10 18 16 22 41    51891    86242.560        1.964
2005 10 18 16 22 42    51890    86239.926        1.965
2005 10 18 16 22 43    51889    86237.293        1.965
2005 10 18 16 22 44    51889    86237.293        1.965
2005 10 18 16 22 45    51888    86234.659        1.966
2005 10 18 16 22 46    51888    86234.659        1.966
2005 10 18 16 22 47    51887    86232.026        1.967
2005 10 18 16 22 48    51886    86229.392        1.967
2005 10 18 16 22 49    51885    86226.759        1.968
2005 10 18 16 22 50    51883    86221.492        1.969
2005 10 18 16 22 51    51883    86221.492        1.969
2005 10 18 16 22 52    51882    86218.859        1.970
2005 10 18 16 22 53    51880    86213.593        1.971
2005 10 18 16 22 54    51878    86208.327        1.972
2005 10 18 16 22 55    51876    86203.062        1.973
2005 10 18 16 22 56    51874    86197.797        1.975
2005 10 18 16 22 57    51873    86195.164        1.975
2005 10 18 16 22 58    51870    86187.268        1.977
2005 10 18 16 22 59    51868    86182.003        1.978
2005 10 18 16 23 00    51866    86176.740        1.980
2005 10 18 16 23 01    51863    86168.844        1.982
2005 10 18 16 23 02    51861    86163.581        1.983
2005 10 18 16 23 03    51859    86158.319        1.984
2005 10 18 16 23 04    51856    86150.425        1.986
2005 10 18 16 23 05    51853    86142.532        1.988
2005 10 18 16 23 06    51851    86137.271        1.989
2005 10 18 16 23 07    51847    86126.749        1.992
2005 10 18 16 23 08    51845    86121.488        1.993
2005 10 18 16 23 09    51842    86113.598        1.995
2005 10 18 16 23 10    51839    86105.708        1.997
2005 10 18 16 23 11    51837    86100.449        1.998
2005 10 18 16 23 12    51833    86089.931        2.000
2005 10 18 16 23 13    51831    86084.673        2.002
2005 10 18 16 23 14    51829    86079.415        2.003
2005 10 18 16 23 15    51826    86071.528        2.005
2005 10 18 16 23 16    51824    86066.271        2.006
2005 10 18 16 23 17    51822    86061.014        2.007
2005 10 18 16 23 18    51820    86055.757        2.008
2005 10 18 16 23 19    51818    86050.501        2.010
2005 10 18 16 23 20    51816    86045.245        2.011
2005 10 18 16 23 21    51814    86039.989        2.012
2005 10 18 16 23 22    51813    86037.361        2.013
2005 10 18 16 23 23    51811    86032.106        2.014
2005 10 18 16 23 24    51809    86026.851        2.015
2005 10 18 16 23 25    51809    86026.851        2.015
2005 10 18 16 23 26    51808    86024.224        2.016
2005 10 18 16 23 27    51805    86016.342        2.018
2005 10 18 16 23 28    51803    86011.088        2.019
2005 10 18 16 23 29    51801    86005.835        2.020
2005 10 18 16 23 30    51799    86000.581        2.022
2005 10 18 16 23 31    51796    85992.702        2.023
2005 10 18 16 23 32    51794    85987.449        2.025
2005 10 18 16 23 33    51791    85979.571        2.027
2005 10 18 16 23 34    51788    85971.693        2.028
2005 10 18 16 23 35    51785    85963.816        2.030
2005 10 18 16 23 36    51782    85955.940        2.032
2005 10 18 16 23 37    51778    85945.440        2.035
2005 10 18 16 23 38    51775    85937.565        2.037
2005 10 18 16 23 39    51772    85929.691        2.038
2005 10 18 16 23 40    51767    85916.569        2.042
2005 10 18 16 23 41    51764    85908.697        2.043
2005 10 18 16 23 42    51761    85900.826        2.045
2005 10 18 16 23 43    51757    85890.332        2.048
2005 10 18 16 23 44    51754    85882.462        2.050
2005 10 18 16 23 45    51752    85877.216        2.051
2005 10 18 16 23 46    51749    85869.348        2.053
2005 10 18 16 23 47    51747    85864.103        2.054
2005 10 18 16 23 48    51745    85858.858        2.055
2005 10 18 16 23 49    51741    85848.369        2.058
2005 10 18 16 23 50    51737    85837.881        2.060
2005 10 18 16 23 51    51735    85832.637        2.062
2005 10 18 16 23 52    51732    85824.773        2.063
2005 10 18 16 23 53    51729    85816.909        2.065
2005 10 18 16 23 54    51727    85811.667        2.067
2005 10 18 16 23 55    51725    85806.425        2.068
2005 10 18 16 23 56    51723    85801.184        2.069
2005 10 18 16 23 57    51720    85793.322        2.071
2005 10 18 16 23 58    51719    85790.701        2.072
2005 10 18 16 23 59    51717    85785.461        2.073
2005 10 18 16 24 00    51715    85780.220        2.074
2005 10 18 16 24 01    51715    85780.220        2.074
2005 10 18 16 24 02    51713    85774.980        2.075
2005 10 18 16 24 03    51711    85769.741        2.077
2005 10 18 16 24 04    51710    85767.121        2.077
2005 10 18 16 24 05    51707    85759.262        2.079
2005 10 18 16 24 06    51706    85756.643        2.080
2005 10 18 16 24 07    51703    85748.785        2.082
2005 10 18 16 24 08    51701    85743.547        2.083
2005 10 18 16 24 09    51699    85738.309        2.084
2005 10 18 16 24 10    51698    85735.690        2.085
2005 10 18 16 24 11    51695    85727.834        2.087
2005 10 18 16 24 12    51692    85719.979        2.088
2005 10 18 16 24 13    51688    85709.507        2.091
2005 10 18 16 24 14    51685    85701.653        2.093
2005 10 18 16 24 15    51683    85696.418        2.094
2005 10 18 16 24 16    51681    85691.183        2.095
2005 10 18 16 24 17    51679    85685.948        2.097
2005 10 18 16 24 18    51677    85680.714        2.098
2005 10 18 16 24 19    51674    85672.863        2.100
2005 10 18 16 24 20    51671    85665.012        2.102
2005 10 18 16 24 21    51668    85657.163        2.103
2005 10 18 16 24 22    51665    85649.314        2.105
2005 10 18 16 24 23    51662    85641.465        2.107
2005 10 18 16 24 24    51660    85636.234        2.108
2005 10 18 16 24 25    51657    85628.387        2.110
2005 10 18 16 24 26    51655    85623.156        2.112
2005 10 18 16 24 27    51653    85617.925        2.113
2005 10 18 16 24 28    51652    85615.310        2.113
2005 10 18 16 24 29    51650    85610.079        2.115
2005 10 18 16 24 30    51649    85607.464        2.115
2005 10 18 16 24 31    51648    85604.849        2.116
2005 10 18 16 24 32    51646    85599.620        2.117
2005 10 18 16 24 33    51644    85594.391        2.118
2005 10 18 16 24 34    51642    85589.162        2.120
2005 10 18 16 24 35    51639    85581.319        2.122
2005 10 18 16 24 36    51635    85570.863        2.124
2005 10 18 16 24 37    51633    85565.635        2.125
2005 10 18 16 24 38    51631    85560.408        2.127
2005 10 18 16 24 39    51630    85557.794        2.127
2005 10 18 16 24 40    51628    85552.567        2.128
2005 10 18 16 24 41    51625    85544.728        2.130
2005 10 18 16 24 42    51623    85539.502        2.132
2005 10 18 16 24 43    51620    85531.663        2.133
2005 10 18 16 24 44    51617    85523.825        2.135
2005 10 18 16 24 45    51614    85515.988        2.137
2005 10 18 16 24 46    51612    85510.764        2.138
2005 10 18 16 24 47    51609    85502.928        2.140
2005 10 18 16 24 48    51608    85500.316        2.141
2005 10 18 16 24 49    51608    85500.316        2.141
2005 10 18 16 24 50    51607    85497.704        2.142
2005 10 18 16 24 51    51607    85497.704        2.142
2005 10 18 16 24 52    51608    85500.316        2.141
2005 10 18 16 24 53    51608    85500.316        2.141
2005 10 18 16 24 54    51609    85502.928        2.140
2005 10 18 16 24 55    51609    85502.928        2.140
2005 10 18 16 24 56    51608    85500.316        2.141
2005 10 18 16 24 57    51607    85497.704        2.142
2005 10 18 16 24 58    51606    85495.093        2.142
2005 10 18 16 24 59    51604    85489.870        2.143
2005 10 18 16 25 00    51601    85482.036        2.145
2005 10 18 16 25 01    51598    85474.202        2.147
2005 10 18 16 25 02    51596    85468.980        2.149
2005 10 18 16 25 03    51595    85466.370        2.149
2005 10 18 16 25 04    51595    85466.370        2.149
2005 10 18 16 25 05    51594    85463.759        2.150
2005 10 18 16 25 06    51592    85458.538        2.151
2005 10 18 16 25 07    51592    85458.538        2.151
2005 10 18 16 25 08    51589    85450.706        2.153
2005 10 18 16 25 09    51586    85442.876        2.155
2005 10 18 16 25 10    51582    85432.436        2.157
2005 10 18 16 25 11    51577    85419.388        2.160
2005 10 18 16 25 12    51573    85408.951        2.163
2005 10 18 16 25 13    51569    85398.515        2.165
2005 10 18 16 25 14    51567    85393.298        2.167
2005 10 18 16 25 15    51565    85388.081        2.168
2005 10 18 16 25 16    51565    85388.081        2.168
2005 10 18 16 25 17    51563    85382.864        2.169
2005 10 18 16 25 18    51561    85377.648        2.170
2005 10 18 16 25 19    51559    85372.432        2.172
2005 10 18 16 25 20    51557    85367.216        2.173
2005 10 18 16 25 21    51554    85359.393        2.175
2005 10 18 16 25 22    51550    85348.963        2.177
2005 10 18 16 25 23    51546    85338.534        2.180
2005 10 18 16 25 24    51542    85328.107        2.182
2005 10 18 16 25 25    51538    85317.681        2.185
2005 10 18 16 25 26    51536    85312.468        2.186
2005 10 18 16 25 27    51534    85307.256        2.187
2005 10 18 16 25 28    51534    85307.256        2.187
2005 10 18 16 25 29    51533    85304.650        2.188
2005 10 18 16 25 30    51533    85304.650        2.188
2005 10 18 16 25 31    51532    85302.044        2.189
2005 10 18 16 25 32    51530    85296.832        2.190
2005 10 18 16 25 33    51529    85294.226        2.190
2005 10 18 16 25 34    51527    85289.015        2.192
2005 10 18 16 25 35    51525    85283.804        2.193
2005 10 18 16 25 36    51523    85278.594        2.194
2005 10 18 16 25 37    51520    85270.778        2.196
2005 10 18 16 25 38    51518    85265.568        2.197
2005 10 18 16 25 39    51516    85260.359        2.199
2005 10 18 16 25 40    51515    85257.754        2.199
2005 10 18 16 25 41    51514    85255.150        2.200
2005 10 18 16 25 42    51514    85255.150        2.200
2005 10 18 16 25 43    51515    85257.754        2.199
2005 10 18 16 25 44    51516    85260.359        2.199
2005 10 18 16 25 45    51515    85257.754        2.199
2005 10 18 16 25 46    51514    85255.150        2.200
2005 10 18 16 25 47    51513    85252.545        2.200
2005 10 18 16 25 48    51511    85247.336        2.202
2005 10 18 16 25 49    51510    85244.732        2.202
2005 10 18 16 25 50    51508    85239.524        2.204
2005 10 18 16 25 51    51506    85234.316        2.205
2005 10 18 16 25 52    51504    85229.108        2.206
2005 10 18 16 25 53    51503    85226.504        2.207
2005 10 18 16 25 54    51503    85226.504        2.207
2005 10 18 16 25 55    51505    85231.712        2.205
2005 10 18 16 25 56    51506    85234.316        2.205
2005 10 18 16 25 57    51507    85236.920        2.204
2005 10 18 16 25 58    51507    85236.920        2.204
2005 10 18 16 25 59    51507    85236.920        2.204
2005 10 18 16 26 00    51507    85236.920        2.204
2005 10 18 16 26 01    51506    85234.316        2.205
2005 10 18 16 26 02    51505    85231.712        2.205
2005 10 18 16 26 03    51505    85231.712        2.205
2005 10 18 16 26 04    51504    85229.108        2.206
2005 10 18 16 26 05    51504    85229.108        2.206
2005 10 18 16 26 06    51504    85229.108        2.206
2005 10 18 16 26 07    51504    85229.108        2.206
2005 10 18 16 26 08    51504    85229.108        2.206
2005 10 18 16 26 09    51504    85229.108        2.206
2005 10 18 16 26 10    51505    85231.712        2.205
2005 10 18 16 26 11    51504    85229.108        2.206
2005 10 18 16 26 12    51504    85229.108        2.206
2005 10 18 16 26 13    51503    85226.504        2.207
2005 10 18 16 26 14    51503    85226.504        2.207
2005 10 18 16 26 15    51503    85226.504        2.207
2005 10 18 16 26 16    51503    85226.504        2.207
2005 10 18 16 26 17    51503    85226.504        2.207
2005 10 18 16 26 18    51503    85226.504        2.207
2005 10 18 16 26 19    51502    85223.901        2.207
2005 10 18 16 26 20    51501    85221.297        2.208
2005 10 18 16 26 21    51500    85218.694        2.209
2005 10 18 16 26 22    51498    85213.487        2.210
2005 10 18 16 26 23    51496    85208.281        2.211
2005 10 18 16 26 24    51493    85200.471        2.213
2005 10 18 16 26 25    51491    85195.266        2.214
2005 10 18 16 26 26    51490    85192.663        2.215
2005 10 18 16 26 27    51488    85187.458        2.216
2005 10 18 16 26 28    51486    85182.253        2.217
2005 10 18 16 26 29    51484    85177.048        2.219
2005 10 18 16 26 30    51482    85171.844        2.220
2005 10 18 16 26 31    51480    85166.640        2.221
2005 10 18 16 26 32    51476    85156.233        2.224
2005 10 18 16 26 33    51474    85151.030        2.225
2005 10 18 16 26 34    51473    85148.428        2.226
2005 10 18 16 26 35    51472    85145.827        2.226
2005 10 18 16 26 36    51472    85145.827        2.226
2005 10 18 16 26 37    51471    85143.226        2.227
2005 10 18 16 26 38    51470    85140.625        2.227
2005 10 18 16 26 39    51470    85140.625        2.227
2005 10 18 16 26 40    51468    85135.423        2.229
2005 10 18 16 26 41    51468    85135.423        2.229
2005 10 18 16 26 42    51467    85132.822        2.229
2005 10 18 16 26 43    51466    85130.221        2.230
2005 10 18 16 26 44    51465    85127.620        2.231
2005 10 18 16 26 45    51464    85125.019        2.231
2005 10 18 16 26 46    51465    85127.620        2.231
2005 10 18 16 26 47    51465    85127.620        2.231
2005 10 18 16 26 48    51466    85130.221        2.230
2005 10 18 16 26 49    51466    85130.221        2.230
2005 10 18 16 26 50    51466    85130.221        2.230
2005 10 18 16 26 51    51467    85132.822        2.229
2005 10 18 16 26 52    51467    85132.822        2.229
2005 10 18 16 26 53    51467    85132.822        2.229
2005 10 18 16 26 54    51468    85135.423        2.229
2005 10 18 16 26 55    51468    85135.423        2.229
2005 10 18 16 26 56    51469    85138.024        2.228
2005 10 18 16 26 57    51470    85140.625        2.227
2005 10 18 16 26 58    51470    85140.625        2.227
2005 10 18 16 26 59    51470    85140.625        2.227
2005 10 18 16 27 00    51470    85140.625        2.227
2005 10 18 16 27 01    51469    85138.024        2.228
2005 10 18 16 27 02    51470    85140.625        2.227
2005 10 18 16 27 03    51469    85138.024        2.228
2005 10 18 16 27 04    51470    85140.625        2.227
2005 10 18 16 27 05    51472    85145.827        2.226
2005 10 18 16 27 06    51476    85156.233        2.224
2005 10 18 16 27 07    51482    85171.844        2.220
2005 10 18 16 27 08    51487    85184.855        2.217
2005 10 18 16 27 09    51491    85195.266        2.214
2005 10 18 16 27 10    51496    85208.281        2.211
2005 10 18 16 27 11    51498    85213.487        2.210
2005 10 18 16 27 12    51499    85216.090        2.209
2005 10 18 16 27 13    51497    85210.884        2.210
2005 10 18 16 27 14    51496    85208.281        2.211
2005 10 18 16 27 15    51495    85205.677        2.212
2005 10 18 16 27 16    51495    85205.677        2.212
2005 10 18 16 27 17    51497    85210.884        2.210
2005 10 18 16 27 18    51500    85218.694        2.209
2005 10 18 16 27 19    51510    85244.732        2.202
2005 10 18 16 27 20    51523    85278.594        2.194
2005 10 18 16 27 21    51535    85309.862        2.187
2005 10 18 16 27 22    51545    85335.927        2.180
2005 10 18 16 27 23    51556    85364.608        2.174
2005 10 18 16 27 24    51568    85395.907        2.166
2005 10 18 16 27 25    51582    85432.436        2.157
2005 10 18 16 27 26    51596    85468.980        2.149
2005 10 18 16 27 27    51610    85505.540        2.140
2005 10 18 16 27 28    51624    85542.115        2.131
2005 10 18 16 27 29    51633    85565.635        2.125
2005 10 18 16 27 30    51637    85576.090        2.123
2005 10 18 16 27 31    51638    85578.705        2.122
2005 10 18 16 27 32    51638    85578.705        2.122
2005 10 18 16 27 33    51636    85573.477        2.123
2005 10 18 16 27 34    51633    85565.635        2.125
2005 10 18 16 27 35    51630    85557.794        2.127
2005 10 18 16 27 36    51628    85552.567        2.128
2005 10 18 16 27 37    51625    85544.728        2.130
2005 10 18 16 27 38    51622    85536.889        2.132
2005 10 18 16 27 39    51619    85529.051        2.134
