######################################################################
#
# LoggerIdentifier    : 1854540C
# Comment             : 
# PC Time             : 22 January 2015 , 13:51:59
# Logger Time         : 22 January 2015 , 13:51:56
# StartBatteryVoltage :      2889 mV
# EndBatteryVoltage   :      2890 mV
# TotalSampleCount    :     62143
# ResistanceOffset    :     11910.84759
# ResistanceScale     :     90885.03517
# TemperatureOffset   :         0.0010743547
# TemperatureLinear   :         0.0002113377
# TemperatureCubic    :         0.0000000922
#
######################################################################
yyyy mm dd HH MM SS      Raw     Res[Ohm]   Temp[degC]
2015 01 22 10 54 48    23774    34000.938       22.339
2015 01 22 10 54 49    23774    34000.938       22.339
2015 01 22 10 54 50    23775    34002.247       22.338
2015 01 22 10 54 51    23775    34002.247       22.338
2015 01 22 10 54 52    23774    34000.938       22.339
2015 01 22 10 54 53    23775    34002.247       22.338
2015 01 22 10 54 54    23775    34002.247       22.338
2015 01 22 10 54 55    23775    34002.247       22.338
2015 01 22 10 54 56    23775    34002.247       22.338
2015 01 22 10 54 57    23775    34002.247       22.338
2015 01 22 10 54 58    23775    34002.247       22.338
2015 01 22 10 54 59    23776    34003.556       22.338
2015 01 22 10 55 00    23775    34002.247       22.338
2015 01 22 10 55 01    23776    34003.556       22.338
2015 01 22 10 55 02    23776    34003.556       22.338
2015 01 22 10 55 03    23777    34004.866       22.337
2015 01 22 10 55 04    23777    34004.866       22.337
2015 01 22 10 55 05    23776    34003.556       22.338
2015 01 22 10 55 06    23777    34004.866       22.337
2015 01 22 10 55 07    23777    34004.866       22.337
2015 01 22 10 55 08    23777    34004.866       22.337
2015 01 22 10 55 09    23777    34004.866       22.337
2015 01 22 10 55 10    23777    34004.866       22.337
2015 01 22 10 55 11    23777    34004.866       22.337
2015 01 22 10 55 12    23777    34004.866       22.337
2015 01 22 10 55 13    23776    34003.556       22.338
2015 01 22 10 55 14    23777    34004.866       22.337
2015 01 22 10 55 15    23777    34004.866       22.337
2015 01 22 10 55 16    23776    34003.556       22.338
2015 01 22 10 55 17    23777    34004.866       22.337
2015 01 22 10 55 18    23776    34003.556       22.338
2015 01 22 10 55 19    23777    34004.866       22.337
2015 01 22 10 55 20    23776    34003.556       22.338
2015 01 22 10 55 21    23776    34003.556       22.338
2015 01 22 10 55 22    23776    34003.556       22.338
2015 01 22 10 55 23    23777    34004.866       22.337
2015 01 22 10 55 24    23777    34004.866       22.337
2015 01 22 10 55 25    23776    34003.556       22.338
2015 01 22 10 55 26    23776    34003.556       22.338
2015 01 22 10 55 27    23777    34004.866       22.337
2015 01 22 10 55 28    23777    34004.866       22.337
2015 01 22 10 55 29    23777    34004.866       22.337
2015 01 22 10 55 30    23777    34004.866       22.337
2015 01 22 10 55 31    23777    34004.866       22.337
2015 01 22 10 55 32    23778    34006.175       22.336
2015 01 22 10 55 33    23778    34006.175       22.336
2015 01 22 10 55 34    23777    34004.866       22.337
2015 01 22 10 55 35    23778    34006.175       22.336
2015 01 22 10 55 36    23778    34006.175       22.336
2015 01 22 10 55 37    23778    34006.175       22.336
2015 01 22 10 55 38    23778    34006.175       22.336
2015 01 22 10 55 39    23778    34006.175       22.336
2015 01 22 10 55 40    23778    34006.175       22.336
2015 01 22 10 55 41    23777    34004.866       22.337
2015 01 22 10 55 42    23778    34006.175       22.336
2015 01 22 10 55 43    23778    34006.175       22.336
2015 01 22 10 55 44    23778    34006.175       22.336
2015 01 22 10 55 45    23778    34006.175       22.336
2015 01 22 10 55 46    23778    34006.175       22.336
2015 01 22 10 55 47    23778    34006.175       22.336
2015 01 22 10 55 48    23779    34007.484       22.335
2015 01 22 10 55 49    23778    34006.175       22.336
2015 01 22 10 55 50    23778    34006.175       22.336
2015 01 22 10 55 51    23778    34006.175       22.336
2015 01 22 10 55 52    23778    34006.175       22.336
2015 01 22 10 55 53    23778    34006.175       22.336
2015 01 22 10 55 54    23778    34006.175       22.336
2015 01 22 10 55 55    23778    34006.175       22.336
2015 01 22 10 55 56    23778    34006.175       22.336
2015 01 22 10 55 57    23778    34006.175       22.336
2015 01 22 10 55 58    23778    34006.175       22.336
2015 01 22 10 55 59    23778    34006.175       22.336
2015 01 22 10 56 00    23778    34006.175       22.336
2015 01 22 10 56 01    23779    34007.484       22.335
2015 01 22 10 56 02    23778    34006.175       22.336
2015 01 22 10 56 03    23779    34007.484       22.335
2015 01 22 10 56 04    23778    34006.175       22.336
2015 01 22 10 56 05    23778    34006.175       22.336
2015 01 22 10 56 06    23778    34006.175       22.336
2015 01 22 10 56 07    23779    34007.484       22.335
2015 01 22 10 56 08    23779    34007.484       22.335
2015 01 22 10 56 09    23779    34007.484       22.335
2015 01 22 10 56 10    23778    34006.175       22.336
2015 01 22 10 56 11    23779    34007.484       22.335
2015 01 22 10 56 12    23779    34007.484       22.335
2015 01 22 10 56 13    23779    34007.484       22.335
2015 01 22 10 56 14    23779    34007.484       22.335
2015 01 22 10 56 15    23780    34008.794       22.334
2015 01 22 10 56 16    23780    34008.794       22.334
2015 01 22 10 56 17    23780    34008.794       22.334
2015 01 22 10 56 18    23780    34008.794       22.334
2015 01 22 10 56 19    23780    34008.794       22.334
2015 01 22 10 56 20    23780    34008.794       22.334
2015 01 22 10 56 21    23779    34007.484       22.335
2015 01 22 10 56 22    23780    34008.794       22.334
2015 01 22 10 56 23    23780    34008.794       22.334
2015 01 22 10 56 24    23781    34010.103       22.334
2015 01 22 10 56 25    23781    34010.103       22.334
2015 01 22 10 56 26    23781    34010.103       22.334
2015 01 22 10 56 27    23781    34010.103       22.334
2015 01 22 10 56 28    23781    34010.103       22.334
2015 01 22 10 56 29    23780    34008.794       22.334
2015 01 22 10 56 30    23781    34010.103       22.334
2015 01 22 10 56 31    23781    34010.103       22.334
2015 01 22 10 56 32    23781    34010.103       22.334
2015 01 22 10 56 33    23781    34010.103       22.334
2015 01 22 10 56 34    23781    34010.103       22.334
2015 01 22 10 56 35    23781    34010.103       22.334
2015 01 22 10 56 36    23781    34010.103       22.334
2015 01 22 10 56 37    23781    34010.103       22.334
2015 01 22 10 56 38    23782    34011.413       22.333
2015 01 22 10 56 39    23781    34010.103       22.334
2015 01 22 10 56 40    23782    34011.413       22.333
2015 01 22 10 56 41    23782    34011.413       22.333
2015 01 22 10 56 42    23782    34011.413       22.333
2015 01 22 10 56 43    23782    34011.413       22.333
2015 01 22 10 56 44    23782    34011.413       22.333
2015 01 22 10 56 45    23782    34011.413       22.333
2015 01 22 10 56 46    23782    34011.413       22.333
2015 01 22 10 56 47    23783    34012.722       22.332
2015 01 22 10 56 48    23782    34011.413       22.333
2015 01 22 10 56 49    23782    34011.413       22.333
2015 01 22 10 56 50    23782    34011.413       22.333
2015 01 22 10 56 51    23782    34011.413       22.333
2015 01 22 10 56 52    23782    34011.413       22.333
2015 01 22 10 56 53    23781    34010.103       22.334
2015 01 22 10 56 54    23782    34011.413       22.333
2015 01 22 10 56 55    23782    34011.413       22.333
2015 01 22 10 56 56    23782    34011.413       22.333
2015 01 22 10 56 57    23782    34011.413       22.333
2015 01 22 10 56 58    23782    34011.413       22.333
2015 01 22 10 56 59    23783    34012.722       22.332
2015 01 22 10 57 00    23782    34011.413       22.333
2015 01 22 10 57 01    23783    34012.722       22.332
2015 01 22 10 57 02    23782    34011.413       22.333
2015 01 22 10 57 03    23783    34012.722       22.332
2015 01 22 10 57 04    23783    34012.722       22.332
2015 01 22 10 57 05    23783    34012.722       22.332
2015 01 22 10 57 06    23783    34012.722       22.332
2015 01 22 10 57 07    23784    34014.032       22.331
2015 01 22 10 57 08    23783    34012.722       22.332
2015 01 22 10 57 09    23782    34011.413       22.333
2015 01 22 10 57 10    23784    34014.032       22.331
2015 01 22 10 57 11    23783    34012.722       22.332
2015 01 22 10 57 12    23783    34012.722       22.332
2015 01 22 10 57 13    23783    34012.722       22.332
2015 01 22 10 57 14    23783    34012.722       22.332
2015 01 22 10 57 15    23784    34014.032       22.331
2015 01 22 10 57 16    23783    34012.722       22.332
2015 01 22 10 57 17    23783    34012.722       22.332
2015 01 22 10 57 18    23783    34012.722       22.332
2015 01 22 10 57 19    23784    34014.032       22.331
2015 01 22 10 57 20    23784    34014.032       22.331
2015 01 22 10 57 21    23784    34014.032       22.331
2015 01 22 10 57 22    23784    34014.032       22.331
2015 01 22 10 57 23    23784    34014.032       22.331
2015 01 22 10 57 24    23784    34014.032       22.331
2015 01 22 10 57 25    23784    34014.032       22.331
2015 01 22 10 57 26    23784    34014.032       22.331
2015 01 22 10 57 27    23783    34012.722       22.332
2015 01 22 10 57 28    23784    34014.032       22.331
2015 01 22 10 57 29    23784    34014.032       22.331
2015 01 22 10 57 30    23784    34014.032       22.331
2015 01 22 10 57 31    23784    34014.032       22.331
2015 01 22 10 57 32    23784    34014.032       22.331
2015 01 22 10 57 33    23784    34014.032       22.331
2015 01 22 10 57 34    23784    34014.032       22.331
2015 01 22 10 57 35    23785    34015.341       22.330
2015 01 22 10 57 36    23784    34014.032       22.331
2015 01 22 10 57 37    23784    34014.032       22.331
2015 01 22 10 57 38    23784    34014.032       22.331
2015 01 22 10 57 39    23784    34014.032       22.331
2015 01 22 10 57 40    23784    34014.032       22.331
2015 01 22 10 57 41    23785    34015.341       22.330
2015 01 22 10 57 42    23785    34015.341       22.330
2015 01 22 10 57 43    23786    34016.651       22.330
2015 01 22 10 57 44    23785    34015.341       22.330
2015 01 22 10 57 45    23785    34015.341       22.330
2015 01 22 10 57 46    23786    34016.651       22.330
2015 01 22 10 57 47    23785    34015.341       22.330
2015 01 22 10 57 48    23786    34016.651       22.330
2015 01 22 10 57 49    23786    34016.651       22.330
2015 01 22 10 57 50    23786    34016.651       22.330
2015 01 22 10 57 51    23787    34017.961       22.329
2015 01 22 10 57 52    23786    34016.651       22.330
2015 01 22 10 57 53    23786    34016.651       22.330
2015 01 22 10 57 54    23787    34017.961       22.329
2015 01 22 10 57 55    23786    34016.651       22.330
2015 01 22 10 57 56    23786    34016.651       22.330
2015 01 22 10 57 57    23787    34017.961       22.329
2015 01 22 10 57 58    23787    34017.961       22.329
2015 01 22 10 57 59    23786    34016.651       22.330
2015 01 22 10 58 00    23787    34017.961       22.329
2015 01 22 10 58 01    23787    34017.961       22.329
2015 01 22 10 58 02    23787    34017.961       22.329
2015 01 22 10 58 03    23788    34019.270       22.328
2015 01 22 10 58 04    23787    34017.961       22.329
2015 01 22 10 58 05    23788    34019.270       22.328
2015 01 22 10 58 06    23787    34017.961       22.329
2015 01 22 10 58 07    23788    34019.270       22.328
2015 01 22 10 58 08    23787    34017.961       22.329
2015 01 22 10 58 09    23788    34019.270       22.328
2015 01 22 10 58 10    23787    34017.961       22.329
2015 01 22 10 58 11    23788    34019.270       22.328
2015 01 22 10 58 12    23788    34019.270       22.328
2015 01 22 10 58 13    23787    34017.961       22.329
2015 01 22 10 58 14    23788    34019.270       22.328
2015 01 22 10 58 15    23788    34019.270       22.328
2015 01 22 10 58 16    23788    34019.270       22.328
2015 01 22 10 58 17    23788    34019.270       22.328
2015 01 22 10 58 18    23787    34017.961       22.329
2015 01 22 10 58 19    23788    34019.270       22.328
2015 01 22 10 58 20    23788    34019.270       22.328
2015 01 22 10 58 21    23788    34019.270       22.328
2015 01 22 10 58 22    23788    34019.270       22.328
2015 01 22 10 58 23    23788    34019.270       22.328
2015 01 22 10 58 24    23788    34019.270       22.328
2015 01 22 10 58 25    23788    34019.270       22.328
2015 01 22 10 58 26    23789    34020.580       22.327
2015 01 22 10 58 27    23788    34019.270       22.328
2015 01 22 10 58 28    23788    34019.270       22.328
2015 01 22 10 58 29    23788    34019.270       22.328
2015 01 22 10 58 30    23788    34019.270       22.328
2015 01 22 10 58 31    23788    34019.270       22.328
2015 01 22 10 58 32    23789    34020.580       22.327
2015 01 22 10 58 33    23788    34019.270       22.328
2015 01 22 10 58 34    23788    34019.270       22.328
2015 01 22 10 58 35    23788    34019.270       22.328
2015 01 22 10 58 36    23788    34019.270       22.328
2015 01 22 10 58 37    23788    34019.270       22.328
2015 01 22 10 58 38    23789    34020.580       22.327
2015 01 22 10 58 39    23788    34019.270       22.328
2015 01 22 10 58 40    23789    34020.580       22.327
2015 01 22 10 58 41    23789    34020.580       22.327
2015 01 22 10 58 42    23789    34020.580       22.327
2015 01 22 10 58 43    23789    34020.580       22.327
2015 01 22 10 58 44    23788    34019.270       22.328
2015 01 22 10 58 45    23790    34021.890       22.326
2015 01 22 10 58 46    23789    34020.580       22.327
2015 01 22 10 58 47    23789    34020.580       22.327
2015 01 22 10 58 48    23789    34020.580       22.327
2015 01 22 10 58 49    23789    34020.580       22.327
2015 01 22 10 58 50    23789    34020.580       22.327
2015 01 22 10 58 51    23790    34021.890       22.326
2015 01 22 10 58 52    23789    34020.580       22.327
2015 01 22 10 58 53    23789    34020.580       22.327
2015 01 22 10 58 54    23790    34021.890       22.326
2015 01 22 10 58 55    23790    34021.890       22.326
2015 01 22 10 58 56    23790    34021.890       22.326
2015 01 22 10 58 57    23790    34021.890       22.326
2015 01 22 10 58 58    23789    34020.580       22.327
2015 01 22 10 58 59    23790    34021.890       22.326
2015 01 22 10 59 00    23790    34021.890       22.326
2015 01 22 10 59 01    23790    34021.890       22.326
2015 01 22 10 59 02    23790    34021.890       22.326
2015 01 22 10 59 03    23790    34021.890       22.326
2015 01 22 10 59 04    23790    34021.890       22.326
2015 01 22 10 59 05    23790    34021.890       22.326
2015 01 22 10 59 06    23791    34023.199       22.326
2015 01 22 10 59 07    23791    34023.199       22.326
2015 01 22 10 59 08    23791    34023.199       22.326
2015 01 22 10 59 09    23790    34021.890       22.326
2015 01 22 10 59 10    23790    34021.890       22.326
2015 01 22 10 59 11    23790    34021.890       22.326
2015 01 22 10 59 12    23790    34021.890       22.326
2015 01 22 10 59 13    23790    34021.890       22.326
2015 01 22 10 59 14    23790    34021.890       22.326
2015 01 22 10 59 15    23790    34021.890       22.326
2015 01 22 10 59 16    23790    34021.890       22.326
2015 01 22 10 59 17    23791    34023.199       22.326
2015 01 22 10 59 18    23791    34023.199       22.326
2015 01 22 10 59 19    23790    34021.890       22.326
2015 01 22 10 59 20    23791    34023.199       22.326
2015 01 22 10 59 21    23791    34023.199       22.326
2015 01 22 10 59 22    23791    34023.199       22.326
2015 01 22 10 59 23    23791    34023.199       22.326
2015 01 22 10 59 24    23791    34023.199       22.326
2015 01 22 10 59 25    23791    34023.199       22.326
2015 01 22 10 59 26    23791    34023.199       22.326
2015 01 22 10 59 27    23791    34023.199       22.326
2015 01 22 10 59 28    23792    34024.509       22.325
2015 01 22 10 59 29    23791    34023.199       22.326
2015 01 22 10 59 30    23792    34024.509       22.325
2015 01 22 10 59 31    23792    34024.509       22.325
2015 01 22 10 59 32    23792    34024.509       22.325
2015 01 22 10 59 33    23792    34024.509       22.325
2015 01 22 10 59 34    23792    34024.509       22.325
2015 01 22 10 59 35    23792    34024.509       22.325
2015 01 22 10 59 36    23792    34024.509       22.325
2015 01 22 10 59 37    23792    34024.509       22.325
2015 01 22 10 59 38    23793    34025.819       22.324
2015 01 22 10 59 39    23793    34025.819       22.324
2015 01 22 10 59 40    23792    34024.509       22.325
2015 01 22 10 59 41    23793    34025.819       22.324
2015 01 22 10 59 42    23793    34025.819       22.324
2015 01 22 10 59 43    23793    34025.819       22.324
2015 01 22 10 59 44    23793    34025.819       22.324
2015 01 22 10 59 45    23793    34025.819       22.324
2015 01 22 10 59 46    23793    34025.819       22.324
2015 01 22 10 59 47    23794    34027.129       22.323
2015 01 22 10 59 48    23794    34027.129       22.323
2015 01 22 10 59 49    23794    34027.129       22.323
2015 01 22 10 59 50    23794    34027.129       22.323
2015 01 22 10 59 51    23794    34027.129       22.323
2015 01 22 10 59 52    23794    34027.129       22.323
2015 01 22 10 59 53    23795    34028.438       22.322
2015 01 22 10 59 54    23795    34028.438       22.322
2015 01 22 10 59 55    23795    34028.438       22.322
2015 01 22 10 59 56    23795    34028.438       22.322
2015 01 22 10 59 57    23795    34028.438       22.322
2015 01 22 10 59 58    23795    34028.438       22.322
2015 01 22 10 59 59    23795    34028.438       22.322
2015 01 22 11 00 00    23795    34028.438       22.322
2015 01 22 11 00 01    23795    34028.438       22.322
2015 01 22 11 00 02    23796    34029.748       22.321
2015 01 22 11 00 03    23796    34029.748       22.321
2015 01 22 11 00 04    23796    34029.748       22.321
2015 01 22 11 00 05    23797    34031.058       22.321
2015 01 22 11 00 06    23797    34031.058       22.321
2015 01 22 11 00 07    23797    34031.058       22.321
2015 01 22 11 00 08    23797    34031.058       22.321
2015 01 22 11 00 09    23797    34031.058       22.321
2015 01 22 11 00 10    23797    34031.058       22.321
2015 01 22 11 00 11    23797    34031.058       22.321
2015 01 22 11 00 12    23797    34031.058       22.321
2015 01 22 11 00 13    23798    34032.368       22.320
2015 01 22 11 00 14    23798    34032.368       22.320
2015 01 22 11 00 15    23798    34032.368       22.320
2015 01 22 11 00 16    23798    34032.368       22.320
2015 01 22 11 00 17    23798    34032.368       22.320
2015 01 22 11 00 18    23798    34032.368       22.320
2015 01 22 11 00 19    23798    34032.368       22.320
2015 01 22 11 00 20    23798    34032.368       22.320
2015 01 22 11 00 21    23799    34033.678       22.319
2015 01 22 11 00 22    23799    34033.678       22.319
2015 01 22 11 00 23    23799    34033.678       22.319
2015 01 22 11 00 24    23799    34033.678       22.319
2015 01 22 11 00 25    23799    34033.678       22.319
2015 01 22 11 00 26    23800    34034.988       22.318
2015 01 22 11 00 27    23800    34034.988       22.318
2015 01 22 11 00 28    23801    34036.298       22.317
2015 01 22 11 00 29    23801    34036.298       22.317
2015 01 22 11 00 30    23802    34037.608       22.317
2015 01 22 11 00 31    23802    34037.608       22.317
2015 01 22 11 00 32    23802    34037.608       22.317
2015 01 22 11 00 33    23803    34038.918       22.316
2015 01 22 11 00 34    23804    34040.228       22.315
2015 01 22 11 00 35    23804    34040.228       22.315
2015 01 22 11 00 36    23804    34040.228       22.315
2015 01 22 11 00 37    23804    34040.228       22.315
2015 01 22 11 00 38    23805    34041.538       22.314
2015 01 22 11 00 39    23805    34041.538       22.314
2015 01 22 11 00 40    23806    34042.848       22.313
2015 01 22 11 00 41    23806    34042.848       22.313
2015 01 22 11 00 42    23806    34042.848       22.313
2015 01 22 11 00 43    23806    34042.848       22.313
2015 01 22 11 00 44    23807    34044.159       22.313
2015 01 22 11 00 45    23808    34045.469       22.312
2015 01 22 11 00 46    23808    34045.469       22.312
2015 01 22 11 00 47    23808    34045.469       22.312
2015 01 22 11 00 48    23808    34045.469       22.312
2015 01 22 11 00 49    23808    34045.469       22.312
2015 01 22 11 00 50    23809    34046.779       22.311
2015 01 22 11 00 51    23809    34046.779       22.311
2015 01 22 11 00 52    23808    34045.469       22.312
2015 01 22 11 00 53    23809    34046.779       22.311
2015 01 22 11 00 54    23809    34046.779       22.311
2015 01 22 11 00 55    23809    34046.779       22.311
2015 01 22 11 00 56    23809    34046.779       22.311
2015 01 22 11 00 57    23809    34046.779       22.311
2015 01 22 11 00 58    23809    34046.779       22.311
2015 01 22 11 00 59    23809    34046.779       22.311
2015 01 22 11 01 00    23809    34046.779       22.311
2015 01 22 11 01 01    23808    34045.469       22.312
2015 01 22 11 01 02    23809    34046.779       22.311
2015 01 22 11 01 03    23809    34046.779       22.311
2015 01 22 11 01 04    23808    34045.469       22.312
2015 01 22 11 01 05    23809    34046.779       22.311
2015 01 22 11 01 06    23809    34046.779       22.311
2015 01 22 11 01 07    23808    34045.469       22.312
2015 01 22 11 01 08    23809    34046.779       22.311
2015 01 22 11 01 09    23809    34046.779       22.311
2015 01 22 11 01 10    23809    34046.779       22.311
2015 01 22 11 01 11    23809    34046.779       22.311
2015 01 22 11 01 12    23809    34046.779       22.311
2015 01 22 11 01 13    23809    34046.779       22.311
2015 01 22 11 01 14    23809    34046.779       22.311
2015 01 22 11 01 15    23809    34046.779       22.311
2015 01 22 11 01 16    23809    34046.779       22.311
2015 01 22 11 01 17    23809    34046.779       22.311
2015 01 22 11 01 18    23809    34046.779       22.311
2015 01 22 11 01 19    23809    34046.779       22.311
2015 01 22 11 01 20    23809    34046.779       22.311
2015 01 22 11 01 21    23809    34046.779       22.311
2015 01 22 11 01 22    23809    34046.779       22.311
2015 01 22 11 01 23    23809    34046.779       22.311
2015 01 22 11 01 24    23809    34046.779       22.311
2015 01 22 11 01 25    23810    34048.089       22.310
2015 01 22 11 01 26    23810    34048.089       22.310
2015 01 22 11 01 27    23810    34048.089       22.310
2015 01 22 11 01 28    23811    34049.399       22.309
2015 01 22 11 01 29    23810    34048.089       22.310
2015 01 22 11 01 30    23810    34048.089       22.310
2015 01 22 11 01 31    23810    34048.089       22.310
2015 01 22 11 01 32    23811    34049.399       22.309
2015 01 22 11 01 33    23811    34049.399       22.309
2015 01 22 11 01 34    23811    34049.399       22.309
2015 01 22 11 01 35    23811    34049.399       22.309
2015 01 22 11 01 36    23811    34049.399       22.309
2015 01 22 11 01 37    23812    34050.710       22.308
2015 01 22 11 01 38    23811    34049.399       22.309
2015 01 22 11 01 39    23811    34049.399       22.309
2015 01 22 11 01 40    23811    34049.399       22.309
2015 01 22 11 01 41    23811    34049.399       22.309
2015 01 22 11 01 42    23812    34050.710       22.308
2015 01 22 11 01 43    23811    34049.399       22.309
2015 01 22 11 01 44    23811    34049.399       22.309
2015 01 22 11 01 45    23811    34049.399       22.309
2015 01 22 11 01 46    23811    34049.399       22.309
2015 01 22 11 01 47    23811    34049.399       22.309
2015 01 22 11 01 48    23811    34049.399       22.309
2015 01 22 11 01 49    23811    34049.399       22.309
2015 01 22 11 01 50    23811    34049.399       22.309
2015 01 22 11 01 51    23811    34049.399       22.309
2015 01 22 11 01 52    23811    34049.399       22.309
2015 01 22 11 01 53    23811    34049.399       22.309
2015 01 22 11 01 54    23810    34048.089       22.310
2015 01 22 11 01 55    23810    34048.089       22.310
2015 01 22 11 01 56    23810    34048.089       22.310
2015 01 22 11 01 57    23810    34048.089       22.310
2015 01 22 11 01 58    23811    34049.399       22.309
2015 01 22 11 01 59    23811    34049.399       22.309
2015 01 22 11 02 00    23811    34049.399       22.309
2015 01 22 11 02 01    23811    34049.399       22.309
2015 01 22 11 02 02    23810    34048.089       22.310
2015 01 22 11 02 03    23810    34048.089       22.310
2015 01 22 11 02 04    23811    34049.399       22.309
2015 01 22 11 02 05    23810    34048.089       22.310
2015 01 22 11 02 06    23811    34049.399       22.309
2015 01 22 11 02 07    23811    34049.399       22.309
2015 01 22 11 02 08    23810    34048.089       22.310
2015 01 22 11 02 09    23810    34048.089       22.310
2015 01 22 11 02 10    23811    34049.399       22.309
2015 01 22 11 02 11    23811    34049.399       22.309
2015 01 22 11 02 12    23811    34049.399       22.309
2015 01 22 11 02 13    23811    34049.399       22.309
2015 01 22 11 02 14    23810    34048.089       22.310
2015 01 22 11 02 15    23811    34049.399       22.309
2015 01 22 11 02 16    23811    34049.399       22.309
2015 01 22 11 02 17    23811    34049.399       22.309
2015 01 22 11 02 18    23811    34049.399       22.309
2015 01 22 11 02 19    23811    34049.399       22.309
2015 01 22 11 02 20    23811    34049.399       22.309
2015 01 22 11 02 21    23811    34049.399       22.309
2015 01 22 11 02 22    23811    34049.399       22.309
2015 01 22 11 02 23    23811    34049.399       22.309
2015 01 22 11 02 24    23812    34050.710       22.308
2015 01 22 11 02 25    23811    34049.399       22.309
2015 01 22 11 02 26    23811    34049.399       22.309
2015 01 22 11 02 27    23811    34049.399       22.309
2015 01 22 11 02 28    23811    34049.399       22.309
2015 01 22 11 02 29    23811    34049.399       22.309
2015 01 22 11 02 30    23811    34049.399       22.309
2015 01 22 11 02 31    23811    34049.399       22.309
2015 01 22 11 02 32    23811    34049.399       22.309
2015 01 22 11 02 33    23811    34049.399       22.309
2015 01 22 11 02 34    23811    34049.399       22.309
2015 01 22 11 02 35    23811    34049.399       22.309
2015 01 22 11 02 36    23812    34050.710       22.308
2015 01 22 11 02 37    23811    34049.399       22.309
2015 01 22 11 02 38    23812    34050.710       22.308
2015 01 22 11 02 39    23812    34050.710       22.308
2015 01 22 11 02 40    23813    34052.020       22.308
2015 01 22 11 02 41    23812    34050.710       22.308
2015 01 22 11 02 42    23812    34050.710       22.308
2015 01 22 11 02 43    23812    34050.710       22.308
2015 01 22 11 02 44    23812    34050.710       22.308
2015 01 22 11 02 45    23812    34050.710       22.308
2015 01 22 11 02 46    23812    34050.710       22.308
2015 01 22 11 02 47    23813    34052.020       22.308
2015 01 22 11 02 48    23813    34052.020       22.308
2015 01 22 11 02 49    23813    34052.020       22.308
2015 01 22 11 02 50    23813    34052.020       22.308
2015 01 22 11 02 51    23813    34052.020       22.308
2015 01 22 11 02 52    23813    34052.020       22.308
2015 01 22 11 02 53    23813    34052.020       22.308
2015 01 22 11 02 54    23814    34053.330       22.307
2015 01 22 11 02 55    23814    34053.330       22.307
2015 01 22 11 02 56    23814    34053.330       22.307
2015 01 22 11 02 57    23813    34052.020       22.308
2015 01 22 11 02 58    23814    34053.330       22.307
2015 01 22 11 02 59    23815    34054.641       22.306
2015 01 22 11 03 00    23814    34053.330       22.307
2015 01 22 11 03 01    23815    34054.641       22.306
2015 01 22 11 03 02    23815    34054.641       22.306
2015 01 22 11 03 03    23815    34054.641       22.306
2015 01 22 11 03 04    23815    34054.641       22.306
2015 01 22 11 03 05    23815    34054.641       22.306
2015 01 22 11 03 06    23815    34054.641       22.306
2015 01 22 11 03 07    23815    34054.641       22.306
2015 01 22 11 03 08    23815    34054.641       22.306
2015 01 22 11 03 09    23815    34054.641       22.306
2015 01 22 11 03 10    23815    34054.641       22.306
2015 01 22 11 03 11    23815    34054.641       22.306
2015 01 22 11 03 12    23815    34054.641       22.306
2015 01 22 11 03 13    23815    34054.641       22.306
2015 01 22 11 03 14    23815    34054.641       22.306
2015 01 22 11 03 15    23815    34054.641       22.306
2015 01 22 11 03 16    23815    34054.641       22.306
2015 01 22 11 03 17    23815    34054.641       22.306
2015 01 22 11 03 18    23815    34054.641       22.306
2015 01 22 11 03 19    23815    34054.641       22.306
2015 01 22 11 03 20    23815    34054.641       22.306
2015 01 22 11 03 21    23815    34054.641       22.306
2015 01 22 11 03 22    23815    34054.641       22.306
2015 01 22 11 03 23    23815    34054.641       22.306
2015 01 22 11 03 24    23815    34054.641       22.306
2015 01 22 11 03 25    23815    34054.641       22.306
2015 01 22 11 03 26    23815    34054.641       22.306
2015 01 22 11 03 27    23815    34054.641       22.306
2015 01 22 11 03 28    23814    34053.330       22.307
2015 01 22 11 03 29    23814    34053.330       22.307
2015 01 22 11 03 30    23815    34054.641       22.306
2015 01 22 11 03 31    23815    34054.641       22.306
2015 01 22 11 03 32    23815    34054.641       22.306
2015 01 22 11 03 33    23815    34054.641       22.306
2015 01 22 11 03 34    23815    34054.641       22.306
2015 01 22 11 03 35    23815    34054.641       22.306
2015 01 22 11 03 36    23815    34054.641       22.306
2015 01 22 11 03 37    23815    34054.641       22.306
2015 01 22 11 03 38    23815    34054.641       22.306
2015 01 22 11 03 39    23815    34054.641       22.306
2015 01 22 11 03 40    23815    34054.641       22.306
2015 01 22 11 03 41    23815    34054.641       22.306
2015 01 22 11 03 42    23815    34054.641       22.306
2015 01 22 11 03 43    23815    34054.641       22.306
2015 01 22 11 03 44    23815    34054.641       22.306
2015 01 22 11 03 45    23816    34055.951       22.305
2015 01 22 11 03 46    23815    34054.641       22.306
2015 01 22 11 03 47    23815    34054.641       22.306
2015 01 22 11 03 48    23815    34054.641       22.306
2015 01 22 11 03 49    23816    34055.951       22.305
2015 01 22 11 03 50    23816    34055.951       22.305
2015 01 22 11 03 51    23815    34054.641       22.306
2015 01 22 11 03 52    23815    34054.641       22.306
2015 01 22 11 03 53    23815    34054.641       22.306
2015 01 22 11 03 54    23815    34054.641       22.306
2015 01 22 11 03 55    23815    34054.641       22.306
2015 01 22 11 03 56    23815    34054.641       22.306
